Id,Label,0,1,2,3,4,5,6,7
AS149116,AS149116,VN_ASN,8.208,149116,National Hospital of Tropical Diseases,"AS149116
National Hospital of Tropical Diseases","#BDC3C7",stub,
AS149117,AS149117,VN_ASN,8.208,149117,VTC MOBILE SERVICES JOINT STOCK COMPANY,"AS149117
VTC MOBILE SERVICES JOINT STOCK COMPANY","#BDC3C7",stub,
AS149118,AS149118,VN_ASN,8.208,149118,3S Viet Nam Technology Joint Stock Company,"AS149118
3S Viet Nam Technology Joint Stock Company","#BDC3C7",stub,
AS149120,AS149120,VN_ASN,8.624,149120,BLUE TECHNOLOGY AND INVESTMENT COMPANY LIMITED,"AS149120
BLUE TECHNOLOGY AND INVESTMENT COMPANY LIMITED","#8E44AD",transit,
AS149123,AS149123,VN_ASN,8.208,149123,VU GIA TECHNOLOGY INVESTMENT JOINT STOCK COMPANY,"AS149123
VU GIA TECHNOLOGY INVESTMENT JOINT STOCK COMPANY","#BDC3C7",stub,
AS149124,AS149124,VN_ASN,8.208,149124,WEBPX SOFTWARE COMPANY LIMITED,"AS149124
WEBPX SOFTWARE COMPANY LIMITED","#BDC3C7",stub,
AS149125,AS149125,VN_ASN,8.208,149125,4S TECHNOLOGY TRADING SERVICES COMPANY LIMITED,"AS149125
4S TECHNOLOGY TRADING SERVICES COMPANY LIMITED","#BDC3C7",stub,
AS149127,AS149127,VN_ASN,8.416,149127,Bac Giang Department of Information and Communications,"AS149127
Bac Giang Department of Information and Communications","#8E44AD",transit,
AS149128,AS149128,VN_ASN,8.208,149128,Prosperity and Development Joint Stock Commercial Bank,"AS149128
Prosperity and Development Joint Stock Commercial Bank","#BDC3C7",stub,
AS149129,AS149129,VN_ASN,8.208,149129,Vietnam Government Portal,"AS149129
Vietnam Government Portal","#BDC3C7",stub,
AS149130,AS149130,VN_ASN,8.208,149130,TEKNIX CLOUD TECHNOLOGY InfinityRASTRUCTURE JOINT STOCK COMPANY,"AS149130
TEKNIX CLOUD TECHNOLOGY InfinityRASTRUCTURE JOINT STOCK COMPANY","#BDC3C7",stub,
AS149131,AS149131,VN_ASN,8.208,149131,Optimal Agency LLC,"AS149131
Optimal Agency LLC","#BDC3C7",stub,
AS149135,AS149135,VN_ASN,8.208,149135,SAPO TECHNOLOGY JOINT STOCK COMPANY,"AS149135
SAPO TECHNOLOGY JOINT STOCK COMPANY","#BDC3C7",stub,
AS149136,AS149136,VN_ASN,8.208,149136,AALO.VN DIGITAL TECHNOLOGY JOINT STOCK COMPANY,"AS149136
AALO.VN DIGITAL TECHNOLOGY JOINT STOCK COMPANY","#BDC3C7",stub,
AS149137,AS149137,VN_ASN,8.416,149137,TAN THANH AN INTERNATIONAL TRADE DEVELOPMENT COMPANY LIMITED,"AS149137
TAN THANH AN INTERNATIONAL TRADE DEVELOPMENT COMPANY LIMITED","#8E44AD",transit,
AS149139,AS149139,VN_ASN,8.208,149139,VGP JOINT STOCK COMPANY,"AS149139
VGP JOINT STOCK COMPANY","#BDC3C7",stub,
AS149142,AS149142,VN_ASN,8.416,149142,Vina Securities Joint Stock Company,"AS149142
Vina Securities Joint Stock Company","#8E44AD",transit,
AS149143,AS149143,VN_ASN,8.208,149143,MONA MEDIA COMPANY,"AS149143
MONA MEDIA COMPANY","#BDC3C7",stub,
AS149145,AS149145,VN_ASN,8.208,149145,VNETWORK TELECOMMUNICATION SERVICES COMPANY LIMITED,"AS149145
VNETWORK TELECOMMUNICATION SERVICES COMPANY LIMITED","#BDC3C7",stub,
AS149146,AS149146,VN_ASN,8.208,149146,"VNETKIWON SECURITY CO., LTD","AS149146
VNETKIWON SECURITY CO., LTD","#BDC3C7",stub,
AS149147,AS149147,VN_ASN,8.208,149147,GOFIBER SOFTWARE TECHNOLOGY COMPANY LIMITED,"AS149147
GOFIBER SOFTWARE TECHNOLOGY COMPANY LIMITED","#BDC3C7",stub,
AS149148,AS149148,VN_ASN,8.208,149148,"Phu Hai Computer Co., Ltd","AS149148
Phu Hai Computer Co., Ltd","#BDC3C7",stub,
AS149149,AS149149,VN_ASN,8.208,149149,INTER BOOKING247 LIMITED COMPANY,"AS149149
INTER BOOKING247 LIMITED COMPANY","#BDC3C7",stub,
AS149150,AS149150,VN_ASN,8.208,149150,THDATA COMPANY LIMITED,"AS149150
THDATA COMPANY LIMITED","#BDC3C7",stub,
AS149151,AS149151,VN_ASN,8.208,149151,VNSUN CLOUD COMPANY LIMITED,"AS149151
VNSUN CLOUD COMPANY LIMITED","#BDC3C7",stub,
AS149154,AS149154,VN_ASN,8.416,149154,Department of Science and Technology of Lao Cai province,"AS149154
Department of Science and Technology of Lao Cai province","#8E44AD",transit,
AS149156,AS149156,VN_ASN,8.416,149156,Bac Ninh Department of Information and Communications,"AS149156
Bac Ninh Department of Information and Communications","#8E44AD",transit,
AS149157,AS149157,VN_ASN,8.416,149157,Digital Transformation Center - An Giang Department of Science and Technology,"AS149157
Digital Transformation Center - An Giang Department of Science and Technology","#8E44AD",transit,
AS149159,AS149159,VN_ASN,8.208,149159,Viet Nam Academy of Science and Technology,"AS149159
Viet Nam Academy of Science and Technology","#BDC3C7",stub,
AS149160,AS149160,VN_ASN,8.416,149160,Department of Science and Technology of Can Tho City,"AS149160
Department of Science and Technology of Can Tho City","#8E44AD",transit,
AS149161,AS149161,VN_ASN,8.208,149161,MEGA TECHNOLOGY COMPANY LIMITED,"AS149161
MEGA TECHNOLOGY COMPANY LIMITED","#BDC3C7",stub,
AS150814,AS150814,VN_ASN,8.208,150814,VNIS JOINT STOCK COMPANY,"AS150814
VNIS JOINT STOCK COMPANY","#BDC3C7",stub,
AS150820,AS150820,VN_ASN,8.624,150820,LIENVPS TECHNOLOGY COMPANY LIMITED,"AS150820
LIENVPS TECHNOLOGY COMPANY LIMITED","#8E44AD",transit,
AS150821,AS150821,VN_ASN,8.208,150821,HD TECHNICAL InfinityRASTRUCTURE CONSTRUCTION COMPANY LIMITED,"AS150821
HD TECHNICAL InfinityRASTRUCTURE CONSTRUCTION COMPANY LIMITED","#BDC3C7",stub,
AS150823,AS150823,VN_ASN,8.208,150823,FAST SOFTWARE JOINT STOCK COMPANY,"AS150823
FAST SOFTWARE JOINT STOCK COMPANY","#BDC3C7",stub,
AS150824,AS150824,VN_ASN,8.208,150824,Premier Oil Viet Nam Offshore B.V,"AS150824
Premier Oil Viet Nam Offshore B.V","#BDC3C7",stub,
AS150828,AS150828,VN_ASN,8.208,150828,VMON CLOUD COMPANY LIMITED,"AS150828
VMON CLOUD COMPANY LIMITED","#BDC3C7",stub,
AS150830,AS150830,VN_ASN,8.208,150830,CHIEU MINH COMPANY LIMITED,"AS150830
CHIEU MINH COMPANY LIMITED","#BDC3C7",stub,
AS150836,AS150836,VN_ASN,8.416,150836,EPAY SERVICES JOINT STOCK COMPANY,"AS150836
EPAY SERVICES JOINT STOCK COMPANY","#8E44AD",transit,
AS150837,AS150837,VN_ASN,8.416,150837,SAOVANG TELECOMMUNICATION InfinityRASTRUCTURE JOINT STOCK COMPANY,"AS150837
SAOVANG TELECOMMUNICATION InfinityRASTRUCTURE JOINT STOCK COMPANY","#8E44AD",transit,
AS150838,AS150838,VN_ASN,8.208,150838,HA SON TECHNOLOGY ONE MEMBER LIMITED COMPANY,"AS150838
HA SON TECHNOLOGY ONE MEMBER LIMITED COMPANY","#BDC3C7",stub,
AS150842,AS150842,VN_ASN,8.208,150842,VIMEDIMEX GROUP PHARMACY CORPORATION,"AS150842
VIMEDIMEX GROUP PHARMACY CORPORATION","#BDC3C7",stub,
AS150846,AS150846,VN_ASN,8.208,150846,"Room 1508, 15th Floor, Vincom Center Building, 72 Le Thanh Ton, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam","AS150846
Room 1508, 15th Floor, Vincom Center Building, 72 Le Thanh Ton, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam","#BDC3C7",stub,
AS150850,AS150850,VN_ASN,8.208,150850,ZINVPS COMPANY LIMITED,"AS150850
ZINVPS COMPANY LIMITED","#BDC3C7",stub,
AS150854,AS150854,VN_ASN,8.208,150854,Diginext Group Joint Stock Company,"AS150854
Diginext Group Joint Stock Company","#BDC3C7",stub,
AS150855,AS150855,VN_ASN,8.208,150855,MAY SOC COMPANY LIMITED,"AS150855
MAY SOC COMPANY LIMITED","#BDC3C7",stub,
AS150856,AS150856,VN_ASN,8.208,150856,"VNG DATA CENTER CO., LTD","AS150856
VNG DATA CENTER CO., LTD","#BDC3C7",stub,
AS150857,AS150857,VN_ASN,8.416,150857,JB SECURITIES VIETNAM COMPANY LIMITED,"AS150857
JB SECURITIES VIETNAM COMPANY LIMITED","#8E44AD",transit,
AS150859,AS150859,VN_ASN,8.208,150859,SANDCLOCK SERVICE TRADING COMPANY LIMITED,"AS150859
SANDCLOCK SERVICE TRADING COMPANY LIMITED","#BDC3C7",stub,
AS150861,AS150861,VN_ASN,8.208,150861,POWERNET COMPANY LIMITED,"AS150861
POWERNET COMPANY LIMITED","#BDC3C7",stub,
AS150862,AS150862,VN_ASN,8.416,150862,VPSTTT COMPUTER COMPANY LIMITED,"AS150862
VPSTTT COMPUTER COMPANY LIMITED","#8E44AD",transit,
AS150864,AS150864,VN_ASN,8.208,150864,VIET NAM VNNS TECHNOLOGIES JOINT STOCK COMPANY,"AS150864
VIET NAM VNNS TECHNOLOGIES JOINT STOCK COMPANY","#BDC3C7",stub,
AS150866,AS150866,VN_ASN,8.832,150866,FINTECH VIETNAM CREDIT InfinityORMATION JOINT STOCK COMPANY,"AS150866
FINTECH VIETNAM CREDIT InfinityORMATION JOINT STOCK COMPANY","#8E44AD",transit,
AS150869,AS150869,VN_ASN,8.416,150869,National Citizen Commercial Joint stock bank,"AS150869
National Citizen Commercial Joint stock bank","#8E44AD",transit,
AS150872,AS150872,VN_ASN,8.208,150872,TECHCLOUD SOLUTION JOINT STOCK COMPANY,"AS150872
TECHCLOUD SOLUTION JOINT STOCK COMPANY","#BDC3C7",stub,
AS150873,AS150873,VN_ASN,8.208,150873,THUONGCLOUD COMPANY LIMITED,"AS150873
THUONGCLOUD COMPANY LIMITED","#BDC3C7",stub,
AS150882,AS150882,VN_ASN,8.208,150882,XKA TECHNOLOGY MTV COMPANY LIMITED,"AS150882
XKA TECHNOLOGY MTV COMPANY LIMITED","#BDC3C7",stub,
AS150884,AS150884,VN_ASN,8.208,150884,ANZIX Joint Stock Company,"AS150884
ANZIX Joint Stock Company","#BDC3C7",stub,
AS150887,AS150887,VN_ASN,8.208,150887,"NGOC HA TECHNOLOGY SERVICES CO., LTD","AS150887
NGOC HA TECHNOLOGY SERVICES CO., LTD","#BDC3C7",stub,
AS150888,AS150888,VN_ASN,8.416,150888,"CENTER FOR InfinityORMATION AND COMMUNICATION TECHNOLOGY, Thai Nguyen Department of Information and Communications","AS150888
CENTER FOR InfinityORMATION AND COMMUNICATION TECHNOLOGY, Thai Nguyen Department of Information and Communications","#8E44AD",transit,
AS150890,AS150890,VN_ASN,8.416,150890,VETC ELECTRONIC TOLL COLLECTION COMPANY LIMITED,"AS150890
VETC ELECTRONIC TOLL COLLECTION COMPANY LIMITED","#8E44AD",transit,
AS150894,AS150894,VN_ASN,8.208,150894,SON NGUYEN GROUP CORPORATION,"AS150894
SON NGUYEN GROUP CORPORATION","#BDC3C7",stub,
AS150895,AS150895,VN_ASN,9.248,150895,EZ TECHNOLOGY COMPANY LIMITED,"AS150895
EZ TECHNOLOGY COMPANY LIMITED","#8E44AD",transit,
AS150896,AS150896,VN_ASN,8.208,150896,HUNGCLOUD COMPANY LIMITED,"AS150896
HUNGCLOUD COMPANY LIMITED","#BDC3C7",stub,
AS150900,AS150900,VN_ASN,8.416,150900,VPSMMO COMPANY LIMITED,"AS150900
VPSMMO COMPANY LIMITED","#8E44AD",transit,
AS150901,AS150901,VN_ASN,8.208,150901,NEXTPAY DIGITAL TRANSFORMATION GROUP JOINT STOCK COMPANY,"AS150901
NEXTPAY DIGITAL TRANSFORMATION GROUP JOINT STOCK COMPANY","#BDC3C7",stub,
AS150905,AS150905,VN_ASN,8.416,150905,CENTRAL ELECTRICITY InfinityORMATION TECHNOLOGY COMPANY - CENTRAL REGIONAL ELECTRICITY CORPORATION,"AS150905
CENTRAL ELECTRICITY InfinityORMATION TECHNOLOGY COMPANY - CENTRAL REGIONAL ELECTRICITY CORPORATION","#8E44AD",transit,
AS150911,AS150911,VN_ASN,8.208,150911,Travelaire Limited Liability Company,"AS150911
Travelaire Limited Liability Company","#BDC3C7",stub,
AS151852,AS151852,VN_ASN,8.208,151852,FUTE JOINT STOCK COMPANY,"AS151852
FUTE JOINT STOCK COMPANY","#BDC3C7",stub,
AS151855,AS151855,VN_ASN,8.416,151855,SOUTH TELECOMMUNICATIONS SOFTWARE JOINT STOCK COMPANY,"AS151855
SOUTH TELECOMMUNICATIONS SOFTWARE JOINT STOCK COMPANY","#8E44AD",transit,
AS151858,AS151858,VN_ASN,8.624,151858,INTERDIGI JOINT STOCK COMPANY,"AS151858
INTERDIGI JOINT STOCK COMPANY","#8E44AD",transit,
AS151863,AS151863,VN_ASN,8.208,151863,PSG JOINT STOCK COMPANY,"AS151863
PSG JOINT STOCK COMPANY","#BDC3C7",stub,
AS151865,AS151865,VN_ASN,8.208,151865,"ZENTECH Technology Solutions Co., Ltd","AS151865
ZENTECH Technology Solutions Co., Ltd","#BDC3C7",stub,
AS151866,AS151866,VN_ASN,8.416,151866,DAI HUU SERVICE AND TRADING MECHANICAL COMPANY LIMITED,"AS151866
DAI HUU SERVICE AND TRADING MECHANICAL COMPANY LIMITED","#8E44AD",transit,
AS151867,AS151867,VN_ASN,8.208,151867,Department of Science and Technology of Dong Nai province,"AS151867
Department of Science and Technology of Dong Nai province","#BDC3C7",stub,
AS151868,AS151868,VN_ASN,8.208,151868,,AS151868,"#BDC3C7",stub,
AS151870,AS151870,VN_ASN,8.416,151870,Department of Radio Frequency - Ministry of Information and Communications,"AS151870
Department of Radio Frequency - Ministry of Information and Communications","#8E44AD",transit,
AS151872,AS151872,VN_ASN,8.208,151872,CLOUD DATA TECHNOLOGY AND COMMUNICATION COMPANY LIMITED,"AS151872
CLOUD DATA TECHNOLOGY AND COMMUNICATION COMPANY LIMITED","#BDC3C7",stub,
AS151873,AS151873,VN_ASN,8.208,151873,TOTHOST SOLUTIONS AND TECHNOLOGIES COMPANY LIMITED,"AS151873
TOTHOST SOLUTIONS AND TECHNOLOGIES COMPANY LIMITED","#BDC3C7",stub,
AS151901,AS151901,VN_ASN,8.208,151901,HAO QUANG VIET SOFTWARE COMPANY LIMITED,"AS151901
HAO QUANG VIET SOFTWARE COMPANY LIMITED","#BDC3C7",stub,
AS151903,AS151903,VN_ASN,8.208,151903,epartment of Science and Technology of Quang Tri province,"AS151903
epartment of Science and Technology of Quang Tri province","#BDC3C7",stub,
AS151908,AS151908,VN_ASN,8.208,151908,MAY CHU VIET SOLUTIONS CORPORATION,"AS151908
MAY CHU VIET SOLUTIONS CORPORATION","#BDC3C7",stub,
AS151911,AS151911,VN_ASN,8.416,151911,VERICHAINS LIMITED,"AS151911
VERICHAINS LIMITED","#8E44AD",transit,
AS151913,AS151913,VN_ASN,8.208,151913,Ha Giang province Department of Information and Communications,"AS151913
Ha Giang province Department of Information and Communications","#BDC3C7",stub,
AS151914,AS151914,VN_ASN,8.208,151914,Quoc Tin Cyber Technology Company Limited,"AS151914
Quoc Tin Cyber Technology Company Limited","#BDC3C7",stub,
AS151917,AS151917,VN_ASN,8.208,151917,Jupiter Media Joint Stock Company,"AS151917
Jupiter Media Joint Stock Company","#BDC3C7",stub,
AS151922,AS151922,VN_ASN,8.416,151922,Vietnam National Credit Information,"AS151922
Vietnam National Credit Information","#8E44AD",transit,
AS151923,AS151923,VN_ASN,8.416,151923,BC CARD Vietnam Company Limited,"AS151923
BC CARD Vietnam Company Limited","#8E44AD",transit,
AS151938,AS151938,VN_ASN,8.208,151938,CLOUDY One Member LLC,"AS151938
CLOUDY One Member LLC","#BDC3C7",stub,
AS152933,AS152933,VN_ASN,8.208,152933,ZONECLOUD TECHNOLOGY JOINT STOCK COMPANY,"AS152933
ZONECLOUD TECHNOLOGY JOINT STOCK COMPANY","#BDC3C7",stub,
AS152934,AS152934,VN_ASN,8.208,152934,DUC DUY HIGH TECHNOLOGY COMPANY LIMITED,"AS152934
DUC DUY HIGH TECHNOLOGY COMPANY LIMITED","#BDC3C7",stub,
AS152935,AS152935,VN_ASN,8.208,152935,PROXY VN TECHNOLOGY COMPANY LIMITED,"AS152935
PROXY VN TECHNOLOGY COMPANY LIMITED","#BDC3C7",stub,
AS152940,AS152940,VN_ASN,8.416,152940,TTC TELECOM SERVICE TRADING INVESTMENT COMPANY LIMITED,"AS152940
TTC TELECOM SERVICE TRADING INVESTMENT COMPANY LIMITED","#8E44AD",transit,
AS152944,AS152944,VN_ASN,8.208,152944,TIEN TRUNG SOFTWARE COMPANY LIMITED,"AS152944
TIEN TRUNG SOFTWARE COMPANY LIMITED","#BDC3C7",stub,
AS152945,AS152945,VN_ASN,8.208,152945,DAINTY CLOUD INC,"AS152945
DAINTY CLOUD INC","#BDC3C7",stub,
AS152947,AS152947,VN_ASN,8.416,152947,"Center for Statistical Data Processing and Integration, General Statistics Office","AS152947
Center for Statistical Data Processing and Integration, General Statistics Office","#8E44AD",transit,
AS152949,AS152949,VN_ASN,8.208,152949,AZ VIETNAM TECHNOLOGY JOINT STOCK COMPANY,"AS152949
AZ VIETNAM TECHNOLOGY JOINT STOCK COMPANY","#BDC3C7",stub,
AS152953,AS152953,VN_ASN,8.208,152953,NORTH WIND SOFTWARE COMPANY LIMITED,"AS152953
NORTH WIND SOFTWARE COMPANY LIMITED","#BDC3C7",stub,
AS152955,AS152955,VN_ASN,8.208,152955,CLOUDACE COMPANY LIMITED,"AS152955
CLOUDACE COMPANY LIMITED","#BDC3C7",stub,
AS152959,AS152959,VN_ASN,8.208,152959,GKIN COMPANY LIMITED,"AS152959
GKIN COMPANY LIMITED","#BDC3C7",stub,
AS152966,AS152966,VN_ASN,8.208,152966,ALGO DATA SERVICES COMPANY LIMITED,"AS152966
ALGO DATA SERVICES COMPANY LIMITED","#BDC3C7",stub,
AS152968,AS152968,VN_ASN,8.416,152968,LPBank Insurance Joint Stock Corporation,"AS152968
LPBank Insurance Joint Stock Corporation","#8E44AD",transit,
AS152969,AS152969,VN_ASN,8.208,152969,Kim Ky Nam Digital Technology Solutions Company Limited,"AS152969
Kim Ky Nam Digital Technology Solutions Company Limited","#BDC3C7",stub,
AS152974,AS152974,VN_ASN,8.208,152974,AMZ CLOUD COMPANY LIMITED,"AS152974
AMZ CLOUD COMPANY LIMITED","#BDC3C7",stub,
AS152975,AS152975,VN_ASN,8.208,152975,DATAZ TECHNOLOGY COMPANY LIMITED,"AS152975
DATAZ TECHNOLOGY COMPANY LIMITED","#BDC3C7",stub,
AS152976,AS152976,VN_ASN,8.208,152976,Thanh Loan Fashion Company Limited,"AS152976
Thanh Loan Fashion Company Limited","#BDC3C7",stub,
AS152978,AS152978,VN_ASN,8.208,152978,PHB Digital Technology Solutions Company Limited,"AS152978
PHB Digital Technology Solutions Company Limited","#BDC3C7",stub,
AS152979,AS152979,VN_ASN,8.208,152979,Vietservice Technology Company Limited,"AS152979
Vietservice Technology Company Limited","#BDC3C7",stub,
AS152980,AS152980,VN_ASN,8.208,152980,KHANH CHI IDC COMPANY LIMITED,"AS152980
KHANH CHI IDC COMPANY LIMITED","#BDC3C7",stub,
AS152981,AS152981,VN_ASN,8.208,152981,VNC NIX COMPANY LIMITED,"AS152981
VNC NIX COMPANY LIMITED","#BDC3C7",stub,
AS152983,AS152983,VN_ASN,8.208,152983,Cao Hoang Hai Technology Company Limited,"AS152983
Cao Hoang Hai Technology Company Limited","#BDC3C7",stub,
AS152989,AS152989,VN_ASN,8.208,152989,System 443 Company Limited,"AS152989
System 443 Company Limited","#BDC3C7",stub,
AS152990,AS152990,VN_ASN,8.208,152990,FOXAI TECHNOLOGY JOINT STOCK COMPANY,"AS152990
FOXAI TECHNOLOGY JOINT STOCK COMPANY","#BDC3C7",stub,
AS152992,AS152992,VN_ASN,8.624,152992,ONLINE DATA COMPANY LIMITED,"AS152992
ONLINE DATA COMPANY LIMITED","#8E44AD",transit,
AS152993,AS152993,VN_ASN,8.208,152993,Gemz Land Trading and Service Company Limited,"AS152993
Gemz Land Trading and Service Company Limited","#BDC3C7",stub,
AS152994,AS152994,VN_ASN,8.832,152994,EB Services LLC,"AS152994
EB Services LLC","#8E44AD",transit,
AS153003,AS153003,VN_ASN,8.208,153003,Digital Shield Technology Company Limited,"AS153003
Digital Shield Technology Company Limited","#BDC3C7",stub,
AS153004,AS153004,VN_ASN,8.416,153004,"NH SECURITIES VIETNAM CO., LTD","AS153004
NH SECURITIES VIETNAM CO., LTD","#8E44AD",transit,
AS153013,AS153013,VN_ASN,8.624,153013,GTSC VIETNAM TECHNOLOGY SERVICES AND COMMERCIAL JOINT STOCK COMPANY,"AS153013
GTSC VIETNAM TECHNOLOGY SERVICES AND COMMERCIAL JOINT STOCK COMPANY","#8E44AD",transit,
AS153016,AS153016,VN_ASN,8.208,153016,VN Change Digital Ltd.,"AS153016
VN Change Digital Ltd.","#BDC3C7",stub,
AS153017,AS153017,VN_ASN,8.208,153017,TIDADIGI COMPANY LIMITED,"AS153017
TIDADIGI COMPANY LIMITED","#BDC3C7",stub,
AS153022,AS153022,VN_ASN,8.208,153022,ADM TECHNOLOGY JOINT STOCK COMPANY,"AS153022
ADM TECHNOLOGY JOINT STOCK COMPANY","#BDC3C7",stub,
AS153032,AS153032,VN_ASN,8.208,153032,An Phat Viet Trading and Services Company Limited,"AS153032
An Phat Viet Trading and Services Company Limited","#BDC3C7",stub,
AS153320,AS153320,VN_ASN,8.208,153320,SANDCLOCK SERVICE TRADING COMPANY LIMITED,"AS153320
SANDCLOCK SERVICE TRADING COMPANY LIMITED","#BDC3C7",stub,
AS153391,AS153391,VN_ASN,8.208,153391,MINIUM NET LLC,"AS153391
MINIUM NET LLC","#BDC3C7",stub,
AS153401,AS153401,VN_ASN,8.208,153401,Huu Dien High Technology Company Limited,"AS153401
Huu Dien High Technology Company Limited","#BDC3C7",stub,
AS153403,AS153403,VN_ASN,8.208,153403,Huy Hoang Electronics and Telecommunications Company Limited,"AS153403
Huy Hoang Electronics and Telecommunications Company Limited","#BDC3C7",stub,
AS153407,AS153407,VN_ASN,8.208,153407,Sava Meta Technology Joint Stock Company,"AS153407
Sava Meta Technology Joint Stock Company","#BDC3C7",stub,
AS153410,AS153410,VN_ASN,8.208,153410,NEXT STEP TECHNOLOGY JOINT STOCK COMPANY,"AS153410
NEXT STEP TECHNOLOGY JOINT STOCK COMPANY","#BDC3C7",stub,
AS153413,AS153413,VN_ASN,8.208,153413,HT3 VIETNAM TECHNOLOGY INVESTMENT AND DEVELOPMENT JOINT STOCK COMPANY,"AS153413
HT3 VIETNAM TECHNOLOGY INVESTMENT AND DEVELOPMENT JOINT STOCK COMPANY","#BDC3C7",stub,
AS153416,AS153416,VN_ASN,8.208,153416,Hoang Dieu Cloud Computing Company Limited,"AS153416
Hoang Dieu Cloud Computing Company Limited","#BDC3C7",stub,
AS153428,AS153428,VN_ASN,8.416,153428,TTP GROUP TECHNOLOGY TELECOMMUNICATION JOINT STOCK COMPANY,"AS153428
TTP GROUP TECHNOLOGY TELECOMMUNICATION JOINT STOCK COMPANY","#8E44AD",transit,
AS153429,AS153429,VN_ASN,8.208,153429,Le Quang Telecommunications Technology Company Limited,"AS153429
Le Quang Telecommunications Technology Company Limited","#BDC3C7",stub,
AS153430,AS153430,VN_ASN,8.208,153430,Quang Kim Digital Technology Investment and Development Company Limited,"AS153430
Quang Kim Digital Technology Investment and Development Company Limited","#BDC3C7",stub,
AS153433,AS153433,VN_ASN,8.416,153433,IPA TECHNOLOGY SOLUTION JOINT STOCK COMPANY,"AS153433
IPA TECHNOLOGY SOLUTION JOINT STOCK COMPANY","#8E44AD",transit,
AS153439,AS153439,VN_ASN,8.208,153439,VPS4U TECHNOLOGY COMPANY LIMITED,"AS153439
VPS4U TECHNOLOGY COMPANY LIMITED","#BDC3C7",stub,
AS153447,AS153447,VN_ASN,8.208,153447,360 Technology and Services Company Limited,"AS153447
360 Technology and Services Company Limited","#BDC3C7",stub,
AS153450,AS153450,VN_ASN,8.208,153450,STEP TECHNOLOGY INVESTMENT JOINT STOCK COMPANY,"AS153450
STEP TECHNOLOGY INVESTMENT JOINT STOCK COMPANY","#BDC3C7",stub,
AS153499,AS153499,VN_ASN,8.208,153499,CLOUDX JOINT STOCK COMPANY,"AS153499
CLOUDX JOINT STOCK COMPANY","#BDC3C7",stub,
AS153500,AS153500,VN_ASN,8.416,153500,1School Education Technology and Solutions Company Limited,"AS153500
1School Education Technology and Solutions Company Limited","#8E44AD",transit,
AS153501,AS153501,VN_ASN,8.208,153501,Pal Vietnam Technology and Trading Joint Stock Company,"AS153501
Pal Vietnam Technology and Trading Joint Stock Company","#BDC3C7",stub,
AS153535,AS153535,VN_ASN,8.208,153535,HLC VIET NAM JOINT STOCK COMPANY,"AS153535
HLC VIET NAM JOINT STOCK COMPANY","#BDC3C7",stub,
AS153536,AS153536,VN_ASN,8.208,153536,Osie Cloud LLC,"AS153536
Osie Cloud LLC","#BDC3C7",stub,
AS153539,AS153539,VN_ASN,8.208,153539,VIETNAM INTERNET NETWORK COMPANY NO. 1,"AS153539
VIETNAM INTERNET NETWORK COMPANY NO. 1","#BDC3C7",stub,
AS153543,AS153543,VN_ASN,8.208,153543,TECHNOLOGY AT YOUR HANDS COMPANY LIMITED,"AS153543
TECHNOLOGY AT YOUR HANDS COMPANY LIMITED","#BDC3C7",stub,
AS153585,AS153585,VN_ASN,8.208,153585,Gold Key Real Estate Investment Company Limited,"AS153585
Gold Key Real Estate Investment Company Limited","#BDC3C7",stub,
AS153591,AS153591,VN_ASN,8.208,153591,LEEON TECHNOLOGY COMPANY LIMITED,"AS153591
LEEON TECHNOLOGY COMPANY LIMITED","#BDC3C7",stub,
AS153647,AS153647,VN_ASN,8.208,153647,Viet Homes Furniture Manufacturing Company Limited,"AS153647
Viet Homes Furniture Manufacturing Company Limited","#BDC3C7",stub,
AS153650,AS153650,VN_ASN,8.624,153650,MEGAMAX VIET NAM TECHNOLOGY JOINT STOCK COMPANY,"AS153650
MEGAMAX VIET NAM TECHNOLOGY JOINT STOCK COMPANY","#8E44AD",transit,
AS153651,AS153651,VN_ASN,8.416,153651,QPPF Company Limited,"AS153651
QPPF Company Limited","#8E44AD",transit,
AS153683,AS153683,VN_ASN,8.208,153683,VIETNAM V2 InfinityORMATION SECURE JOINT STOCK COMPANY,"AS153683
VIETNAM V2 InfinityORMATION SECURE JOINT STOCK COMPANY","#BDC3C7",stub,
AS153713,AS153713,VN_ASN,8.208,153713,AGRIBANK SECURITIES CORPORATION,"AS153713
AGRIBANK SECURITIES CORPORATION","#BDC3C7",stub,
AS153741,AS153741,VN_ASN,8.208,153741,"Lewu Tech Co., Ltd.","AS153741
Lewu Tech Co., Ltd.","#BDC3C7",stub,
AS153830,AS153830,VN_ASN,8.208,153830,Upnet Technology Solutions Company Limited,"AS153830
Upnet Technology Solutions Company Limited","#BDC3C7",stub,
AS153831,AS153831,VN_ASN,8.208,153831,Bao Khanh ICT Company Limited,"AS153831
Bao Khanh ICT Company Limited","#BDC3C7",stub,
AS153941,AS153941,VN_ASN,8.416,153941,ESECURE SOLUTION LIMITED COMPANY,"AS153941
ESECURE SOLUTION LIMITED COMPANY","#8E44AD",transit,
AS153983,AS153983,VN_ASN,8.208,153983,HIEUVPS TECHNOLOGY COMPANY LIMITED,"AS153983
HIEUVPS TECHNOLOGY COMPANY LIMITED","#BDC3C7",stub,
